ID_Prot;Organism
Q9FNE8;Arabidopsis
C0LGR6;Arabidopsis
Q9M2S9;Arabidopsis
P82628;Arabidopsis
P82629;Arabidopsis
Q9LDD4;Arabidopsis
Q9LDD5;Arabidopsis
Q8LB01;Arabidopsis
P82620;Arabidopsis
P82621;Arabidopsis
P82622;Arabidopsis
P82623;Arabidopsis
P82624;Arabidopsis
P82625;Arabidopsis
P82626;Arabidopsis
Q9SKN2;Arabidopsis
Q9SGE9;Arabidopsis
Q9SJK3;Arabidopsis
Q9SSQ2;Arabidopsis
Q9SJK6;Arabidopsis
F4I316;Arabidopsis
Q9SSQ9;Arabidopsis
Q9SGE0;Arabidopsis
O22993;Arabidopsis
Q9SJK9;Arabidopsis
O23020;Arabidopsis
Q93W77;Arabidopsis
Q9ZUM2;Arabidopsis
Q8L6Y1;Arabidopsis
F4JVI3;Arabidopsis
Q8L6Y4;Arabidopsis
Q9ZUM9;Arabidopsis
Q8L6Y7;Arabidopsis
Q9FIA0;Arabidopsis
Q9LS95;Arabidopsis
Q9LS90;Arabidopsis
Q9C6P6;Arabidopsis
Q9FIA9;Arabidopsis
Q9LS99;Arabidopsis
Q9FX08;Arabidopsis
F4KID5;Arabidopsis
O80872;Arabidopsis
O49840;Arabidopsis
O49841;Arabidopsis
Q9SYL6;Arabidopsis
Q6AWW5;Arabidopsis
Q9SYL0;Arabidopsis
Q9SH58;Arabidopsis
Q9SH59;Arabidopsis
O82201;Arabidopsis
O82200;Arabidopsis
Q9SH52;Arabidopsis
Q9SYL9;Arabidopsis
O82205;Arabidopsis
O82204;Arabidopsis
Q944A9;Arabidopsis
Q9ZTW3;Arabidopsis
Q8GUL1;Arabidopsis
Q4TU14;Arabidopsis
Q944A7;Arabidopsis
Q944A6;Arabidopsis
F4JJJ3;Arabidopsis
Q9LSD5;Arabidopsis
Q9LQ73;Arabidopsis
Q9LSD2;Arabidopsis
Q8LFC0;Arabidopsis
Q9LSD0;Arabidopsis
Q93ZT6;Arabidopsis
Q9LRP2;Arabidopsis
Q9LKR6;Arabidopsis
Q9S9X4;Arabidopsis
Q9LSD8;Arabidopsis
Q9SJP4;Arabidopsis
P25696;Arabidopsis
Q9SHJ5;Arabidopsis
Q9ZVE7;Arabidopsis
Q8L5Y9;Arabidopsis
Q9ZVE0;Arabidopsis
Q9SV72;Arabidopsis
P0C6E7;Arabidopsis
Q1JPP8;Arabidopsis
Q9SV71;Arabidopsis
Q9SV77;Arabidopsis
Q8L5Y5;Arabidopsis
Q9FH06;Arabidopsis
Q9FJA2;Arabidopsis
Q9FH04;Arabidopsis
Q9FH05;Arabidopsis
Q9FH02;Arabidopsis
Q9FJA6;Arabidopsis
Q9C9P4;Arabidopsis
O49513;Arabidopsis
Q9FH09;Arabidopsis
Q9SVM4;Arabidopsis
Q67YE6;Arabidopsis
Q8W0Z6;Arabidopsis
Q8W0Z7;Arabidopsis
Q9LXU8;Arabidopsis
A8MS78;Arabidopsis
Q9XFR5;Arabidopsis
Q8W0Z9;Arabidopsis
Q9XFR0;Arabidopsis
Q8VYA3;Arabidopsis
Q9LYE5;Arabidopsis
Q39079;Arabidopsis
Q9CAE7;Arabidopsis
Q9SVM0;Arabidopsis
Q93VR4;Arabidopsis
Q84JN6;Arabidopsis
Q9FK43;Arabidopsis
Q9C6L1;Arabidopsis
Q93VR3;Arabidopsis
Q9LZJ5;Arabidopsis
Q93VR9;Arabidopsis
D1KF50;Arabidopsis
Q9LEV0;Arabidopsis
P0CI03;Arabidopsis
Q93YR9;Arabidopsis
O49618;Arabidopsis
Q93YR2;Arabidopsis
Q96255;Arabidopsis
Q2QAV0;Arabidopsis
Q9LZR5;Arabidopsis
P48485;Arabidopsis
Q9XI74;Arabidopsis
Q9LZR3;Arabidopsis
P48482;Arabidopsis
Q9LZJ3;Arabidopsis
Q1PEP5;Arabidopsis
Q96252;Arabidopsis
P46665;Arabidopsis
Q9MAU3;Arabidopsis
F4K265;Arabidopsis
Q9MAU6;Arabidopsis
Q38864;Arabidopsis
Q96250;Arabidopsis
Q9SAL0;Arabidopsis
Q66GQ3;Arabidopsis
Q9SK64;Arabidopsis
Q9LF14;Arabidopsis
P52839;Arabidopsis
Q39017;Arabidopsis
Q1PDL6;Arabidopsis
Q9ZSB0;Arabidopsis
Q9ZSB5;Arabidopsis
Q9LU73;Arabidopsis
Q9LXH0;Arabidopsis
Q9SR73;Arabidopsis
Q9LK72;Arabidopsis
Q9LXH5;Arabidopsis
Q9LE54;Arabidopsis
Q9LK71;Arabidopsis
C0LGW6;Arabidopsis
Q39012;Arabidopsis
Q9XIH7;Arabidopsis
Q9LE59;Arabidopsis
Q9M0A4;Arabidopsis
Q3E703;Arabidopsis
Q9M0A6;Arabidopsis
Q9M0A7;Arabidopsis
Q39131;Arabidopsis
Q5S502;Arabidopsis
Q9SRN1;Arabidopsis
Q9SRN0;Arabidopsis
Q9ZNU9;Arabidopsis
Q96242;Arabidopsis
P42814;Arabidopsis
Q9ZNU2;Arabidopsis
Q9XI77;Arabidopsis
Q96247;Arabidopsis
Q39134;Arabidopsis
Q9LL84;Arabidopsis
Q9LVT8;Arabidopsis
Q9FLJ6;Arabidopsis
Q9LVT3;Arabidopsis
Q9LVT1;Arabidopsis
Q9LVT4;Arabidopsis
Q9S720;Arabidopsis
Q9LNC6;Arabidopsis
Q9LNC5;Arabidopsis
Q9LNC4;Arabidopsis
Q9LIQ6;Arabidopsis
Q9S725;Arabidopsis
Q9LIQ4;Arabidopsis
Q9LNC0;Arabidopsis
Q9S728;Arabidopsis
Q84MA9;Arabidopsis
Q9M040;Arabidopsis
Q9M047;Arabidopsis
Q9LNC9;Arabidopsis
Q8L4M1;Arabidopsis
O04584;Arabidopsis
Q9LFR7;Arabidopsis
F4IPK2;Arabidopsis
Q9LTF6;Arabidopsis
Q9LTF7;Arabidopsis
Q9LTF4;Arabidopsis
Q6NNP0;Arabidopsis
Q9LTF2;Arabidopsis
Q945B6;Arabidopsis
Q945B5;Arabidopsis
Q945B4;Arabidopsis
Q45GQ7;Arabidopsis
Q38865;Arabidopsis
Q9C7E9;Arabidopsis
O49213;Arabidopsis
Q58G01;Arabidopsis
Q9C7E8;Arabidopsis
Q9LYJ9;Arabidopsis
Q3MKM6;Arabidopsis
Q84RE1;Arabidopsis
Q9SB81;Arabidopsis
Q56W59;Arabidopsis
Q8LEB2;Arabidopsis
Q9SB89;Arabidopsis
Q8LEB6;Arabidopsis
O81791;Arabidopsis
Q9SHX9;Arabidopsis
P35614;Arabidopsis
Q8L4J2;Arabidopsis
Q9FKB6;Arabidopsis
Q9FKB5;Arabidopsis
Q9M0T1;Arabidopsis
Q9FKB0;Arabidopsis
Q9C7D2;Arabidopsis
Q9C7D3;Arabidopsis
Q9C7D6;Arabidopsis
Q93WI0;Arabidopsis
Q9C7D4;Arabidopsis
Q8GW46;Arabidopsis
Q8GW44;Arabidopsis
Q3E6Y4;Arabidopsis
Q93VJ4;Arabidopsis
Q9FE83;Arabidopsis
Q6NMR8;Arabidopsis
F4K2K3;Arabidopsis
Q8GX84;Arabidopsis
Q94C49;Arabidopsis
P42749;Arabidopsis
P42748;Arabidopsis
O65639;Arabidopsis
P93014;Arabidopsis
P42745;Arabidopsis
P42744;Arabidopsis
P42743;Arabidopsis
P42742;Arabidopsis
P93013;Arabidopsis
P55229;Arabidopsis
Q9FM82;Arabidopsis
Q9FM80;Arabidopsis
Q9FM87;Arabidopsis
Q9FM86;Arabidopsis
Q9FM85;Arabidopsis
Q9FM84;Arabidopsis
Q9M117;Arabidopsis
Q9FM88;Arabidopsis
Q9FLE8;Arabidopsis
Q8W566;Arabidopsis
P15460;Arabidopsis
A0JJX5;Arabidopsis
Q7Y201;Arabidopsis
F4KFG5;Arabidopsis
Q3ED99;Arabidopsis
Q8VY77;Arabidopsis
Q8VY76;Arabidopsis
Q8VY74;Arabidopsis
Q3ED92;Arabidopsis
Q3ED93;Arabidopsis
Q9SEH3;Arabidopsis
Q9ZV31;Arabidopsis
Q9C9Z7;Arabidopsis
Q9ZV33;Arabidopsis
Q9C9Z5;Arabidopsis
Q9C9Z2;Arabidopsis
Q93VM9;Arabidopsis
Q9C9Z0;Arabidopsis
Q9ZV36;Arabidopsis
Q9ZV39;Arabidopsis
Q9T0G0;Arabidopsis
Q1ECJ7;Arabidopsis
Q9C6J3;Arabidopsis
Q9C9Z9;Arabidopsis
Q9XI05;Arabidopsis
Q8W4N3;Arabidopsis
Q9XI07;Arabidopsis
Q9LW26;Arabidopsis
Q9XI01;Arabidopsis
Q9XI00;Arabidopsis
Q9FGM0;Arabidopsis
Q9FGM1;Arabidopsis
O48670;Arabidopsis
O48671;Arabidopsis
Q9XI78;Arabidopsis
O48676;Arabidopsis
Q9FGM9;Arabidopsis
P92941;Arabidopsis
P92942;Arabidopsis
P92943;Arabidopsis
Q8W4H7;Arabidopsis
P92946;Arabidopsis
P92947;Arabidopsis
P92948;Arabidopsis
Q1G3Y4;Arabidopsis
Q1G3Y1;Arabidopsis
Q1G3Y0;Arabidopsis
Q8RX67;Arabidopsis
Q8RX66;Arabidopsis
Q9SVR0;Arabidopsis
O22527;Arabidopsis
O48582;Arabidopsis
Q9S7N7;Arabidopsis
Q6ID99;Arabidopsis
Q8GYD7;Arabidopsis
Q9FFS9;Arabidopsis
Q9S7N2;Arabidopsis
Q9FFS0;Arabidopsis
Q9FFS3;Arabidopsis
Q9LXU9;Arabidopsis
O64903;Arabidopsis
Q9SU38;Arabidopsis
Q9SSP5;Arabidopsis
Q9FGI6;Arabidopsis
Q9LXU0;Arabidopsis
F4JUF8;Arabidopsis
Q9ST43;Arabidopsis
Q9CAX6;Arabidopsis
Q9SZ63;Arabidopsis
Q94B78;Arabidopsis
Q94B77;Arabidopsis
Q9CAB7;Arabidopsis
Q94B74;Arabidopsis
Q9SZ69;Arabidopsis
Q94B71;Arabidopsis
Q6NMQ7;Arabidopsis
Q9LV17;Arabidopsis
Q9LV16;Arabidopsis
Q9LV11;Arabidopsis
Q9SIT1;Arabidopsis
Q9LV12;Arabidopsis
P32746;Arabidopsis
Q9LDR4;Arabidopsis
A8MRP2;Arabidopsis
A8MRP4;Arabidopsis
Q8RVL2;Arabidopsis
Q9LUM3;Arabidopsis
Q9M2B5;Arabidopsis
Q9LUM1;Arabidopsis
Q9M2B3;Arabidopsis
Q9LUM4;Arabidopsis
Q9M2B0;Arabidopsis
Q9T0G7;Arabidopsis
F4I107;Arabidopsis
Q9SUP6;Arabidopsis
Q9SUP7;Arabidopsis
Q9SUP0;Arabidopsis
O65709;Arabidopsis
F4IV45;Arabidopsis
Q6XL73;Arabidopsis
Q84RQ7;Arabidopsis
Q9LJ64;Arabidopsis
Q9SLD2;Arabidopsis
Q9SLD4;Arabidopsis
Q9ZRZ8;Arabidopsis
O48780;Arabidopsis
P42731;Arabidopsis
Q9LS16;Arabidopsis
F4I037;Arabidopsis
P93024;Arabidopsis
Q9SIV0;Arabidopsis
P93025;Arabidopsis
P42734;Arabidopsis
Q42588;Arabidopsis
Q9LJ69;Arabidopsis
Q42586;Arabidopsis
Q9FML2;Arabidopsis
O65351;Arabidopsis
Q42583;Arabidopsis
Q42580;Arabidopsis
Q42581;Arabidopsis
Q9S7D8;Arabidopsis
P0DKJ8;Arabidopsis
Q9SJ61;Arabidopsis
Q9FI23;Arabidopsis
Q9SJ62;Arabidopsis
P0DKJ2;Arabidopsis
P0DKJ1;Arabidopsis
P0DKJ0;Arabidopsis
P0DKJ7;Arabidopsis
P0DKJ6;Arabidopsis
P0DKC9;Arabidopsis
Q9FLQ7;Arabidopsis
Q494Q1;Arabidopsis
Q494Q2;Arabidopsis
Q9SFV2;Arabidopsis
Q9CAJ0;Arabidopsis
Q9SCP9;Arabidopsis
Q9FJ07;Arabidopsis
Q8LCA1;Arabidopsis
Q9LY48;Arabidopsis
P59120;Arabidopsis
Q9LY46;Arabidopsis
Q9LY41;Arabidopsis
Q9LY43;Arabidopsis
F2Y4A3;Arabidopsis
Q8H965;Arabidopsis
Q9SMM9;Arabidopsis
Q9SKN1;Arabidopsis
Q9SMM5;Arabidopsis
Q9SKN3;Arabidopsis
Q9SKN5;Arabidopsis
Q9SKN6;Arabidopsis
Q9SKN7;Arabidopsis
Q944Z9;Arabidopsis
Q9LUG9;Arabidopsis
Q9M384;Arabidopsis
Q9M385;Arabidopsis
Q9C8Y8;Arabidopsis
Q9C8Y9;Arabidopsis
Q9M9R4;Arabidopsis
Q9M9R6;Arabidopsis
Q9C8Y2;Arabidopsis
Q9C8Y3;Arabidopsis
Q0WKY2;Arabidopsis
Q9C8Y6;Arabidopsis
Q0WPJ7;Arabidopsis
Q9C8Y5;Arabidopsis
Q9SN74;Arabidopsis
Q9LMH5;Arabidopsis
Q8VWZ8;Arabidopsis
Q9LMH6;Arabidopsis
Q9LMH0;Arabidopsis
F4I5Q2;Arabidopsis
Q9XGY4;Arabidopsis
Q9SQQ9;Arabidopsis
Q9LRL7;Arabidopsis
Q8GYN9;Arabidopsis
F4HT49;Arabidopsis
Q2V3S0;Arabidopsis
Q9LPN5;Arabidopsis
F4HT41;Arabidopsis
F4K494;Arabidopsis
Q9SZD5;Arabidopsis
Q9ZQ94;Arabidopsis
Q8LD27;Arabidopsis
Q3E9D5;Arabidopsis
O81305;Arabidopsis
O81304;Arabidopsis
Q9M565;Arabidopsis
O81301;Arabidopsis
Q9FGP6;Arabidopsis
Q9FGP9;Arabidopsis
P25873;Arabidopsis
Q8L7B2;Arabidopsis
F4JNL3;Arabidopsis
Q9LKR8;Arabidopsis
Q94ID6;Arabidopsis
Q94ID1;Arabidopsis
Q8GUL8;Arabidopsis
Q94ID3;Arabidopsis
Q94ID2;Arabidopsis
Q9LKR3;Arabidopsis
Q8RWS6;Arabidopsis
Q8RWS1;Arabidopsis
Q9LKR4;Arabidopsis
Q9LKR7;Arabidopsis
Q8GUL2;Arabidopsis
Q9M8T3;Arabidopsis
Q9SVM8;Arabidopsis
Q9SVM9;Arabidopsis
Q8VYA1;Arabidopsis
Q8H0S9;Arabidopsis
F4KDD7;Arabidopsis
Q8VYA5;Arabidopsis
Q6DR24;Arabidopsis
Q8GYN5;Arabidopsis
Q9C5K7;Arabidopsis
Q6DR20;Arabidopsis
Q9C5K8;Arabidopsis
P11832;Arabidopsis
Q9SD96;Arabidopsis
Q9FVJ3;Arabidopsis
Q8GXV7;Arabidopsis
Q9M2Q4;Arabidopsis
Q39138;Arabidopsis
F4JIJ7;Arabidopsis
O64776;Arabidopsis
O22203;Arabidopsis
Q9XEX2;Arabidopsis
O22207;Arabidopsis
Q9MAJ7;Arabidopsis
O22208;Arabidopsis
Q9XEX4;Arabidopsis
Q9STS9;Arabidopsis
Q9SEI0;Arabidopsis
Q9STS1;Arabidopsis
Q9STS3;Arabidopsis
Q9STS6;Arabidopsis
Q9STS7;Arabidopsis
Q9CAX8;Arabidopsis
Q9ZSY8;Arabidopsis
Q9ZSY9;Arabidopsis
Q9ZSY2;Arabidopsis
Q9CAX1;Arabidopsis
Q9CAX3;Arabidopsis
P32961;Arabidopsis
O81098;Arabidopsis
Q9FFA7;Arabidopsis
O64733;Arabidopsis
O64732;Arabidopsis
Q67XC9;Arabidopsis
O64730;Arabidopsis
Q84WE9;Arabidopsis
A8MRM1;Arabidopsis
Q67XC4;Arabidopsis
O64738;Arabidopsis
P23321;Arabidopsis
Q8LPH6;Arabidopsis
Q9LQE8;Arabidopsis
O04652;Arabidopsis
Q9SX78;Arabidopsis
Q9SX79;Arabidopsis
P52577;Arabidopsis
Q8LPL2;Arabidopsis
C0LGP2;Arabidopsis
Q6NPR6;Arabidopsis
Q944P0;Arabidopsis
Q7X9H9;Arabidopsis
Q9SZD4;Arabidopsis
C0LGP9;Arabidopsis
Q9SZD1;Arabidopsis
Q9SX77;Arabidopsis
O49404;Arabidopsis
Q9M8T0;Arabidopsis
Q9M8T7;Arabidopsis
Q9M8T6;Arabidopsis
Q9M8T5;Arabidopsis
O49403;Arabidopsis
Q9FNK5;Arabidopsis
Q9FNK4;Arabidopsis
Q9M8T9;Arabidopsis
Q9M8T8;Arabidopsis
Q9FNK0;Arabidopsis
Q9SGG3;Arabidopsis
Q3EAQ5;Arabidopsis
Q8GXT2;Arabidopsis
Q8GXT3;Arabidopsis
Q3EAQ9;Arabidopsis
Q8GXT7;Arabidopsis
Q9SSS9;Arabidopsis
Q9SJI8;Arabidopsis
Q9SJI9;Arabidopsis
Q8S8H9;Arabidopsis
Q1H583;Arabidopsis
Q9SJI7;Arabidopsis
Q9SSS5;Arabidopsis
O80959;Arabidopsis
O80958;Arabidopsis
Q9SX24;Arabidopsis
Q9M051;Arabidopsis
Q93W95;Arabidopsis
O23006;Arabidopsis
Q9ZUC2;Arabidopsis
O80950;Arabidopsis
Q93W93;Arabidopsis
O80952;Arabidopsis
Q9FX21;Arabidopsis
Q9FIG8;Arabidopsis
Q9FIG9;Arabidopsis
Q9FX24;Arabidopsis
Q9FX25;Arabidopsis
Q9LS76;Arabidopsis
Q9FIG1;Arabidopsis
Q9LS72;Arabidopsis
Q9FIG7;Arabidopsis
Q94F87;Arabidopsis
Q9LJI2;Arabidopsis
Q9SR96;Arabidopsis
F4KCC2;Arabidopsis
Q9LJI9;Arabidopsis
Q9XI37;Arabidopsis
Q94F88;Arabidopsis
Q2V3R9;Arabidopsis
Q6AWU6;Arabidopsis
Q9SYB9;Arabidopsis
Q9SH71;Arabidopsis
Q9SS80;Arabidopsis
Q9SS81;Arabidopsis
Q9SS86;Arabidopsis
Q9SS87;Arabidopsis
Q9SH76;Arabidopsis
Q9SYB1;Arabidopsis
Q9FK96;Arabidopsis
F4IUY8;Arabidopsis
F4J6F6;Arabidopsis
Q9FK93;Arabidopsis
Q9FK91;Arabidopsis
Q9FGL9;Arabidopsis
Q570R7;Arabidopsis
P82642;Arabidopsis
Q93ZR8;Arabidopsis
P82640;Arabidopsis
Q9LSB2;Arabidopsis
P82646;Arabidopsis
P82647;Arabidopsis
P82644;Arabidopsis
P82645;Arabidopsis
F4JJH4;Arabidopsis
Q8LFA9;Arabidopsis
Q9LQ10;Arabidopsis
Q9LQ16;Arabidopsis
F4JH53;Arabidopsis
Q9LQ14;Arabidopsis
Q9LQ15;Arabidopsis
Q9SK82;Arabidopsis
Q9SV55;Arabidopsis
O49292;Arabidopsis
Q9SK86;Arabidopsis
Q9LHS8;Arabidopsis
Q9SIY8;Arabidopsis
Q9SIY7;Arabidopsis
Q9LHS7;Arabidopsis
Q66GQ2;Arabidopsis
Q9SIY3;Arabidopsis
Q9LHS0;Arabidopsis
Q9SYK4;Arabidopsis
C0Z361;Arabidopsis
Q9ZQ77;Arabidopsis
Q9ZQ74;Arabidopsis
Q9ZVC2;Arabidopsis
Q9ZVC7;Arabidopsis
Q9ZVC9;Arabidopsis
Q9FMD7;Arabidopsis
Q6NL02;Arabidopsis
F4IBQ9;Arabidopsis
Q9FH28;Arabidopsis
P92958;Arabidopsis
Q8RXF8;Arabidopsis
Q9C5B9;Arabidopsis
Q8RXF1;Arabidopsis
Q1PFB8;Arabidopsis
O24520;Arabidopsis
O24521;Arabidopsis
Q1ECS0;Arabidopsis
Q8L500;Arabidopsis
Q0WPU1;Arabidopsis
P46646;Arabidopsis
Q94JW0;Arabidopsis
O23553;Arabidopsis
Q8L770;Arabidopsis
O04036;Arabidopsis
O04034;Arabidopsis
O04035;Arabidopsis
Q93VP3;Arabidopsis
Q93VP2;Arabidopsis
F4IRR2;Arabidopsis
Q93YP9;Arabidopsis
Q1PER6;Arabidopsis
F4IN58;Arabidopsis
Q93YP0;Arabidopsis
Q9ZQX7;Arabidopsis
Q1PER9;Arabidopsis
Q93YP4;Arabidopsis
F4IK01;Arabidopsis
Q9ZQX6;Arabidopsis
Q9GCB9;Arabidopsis
Q8LAD7;Arabidopsis
Q8LAD0;Arabidopsis
Q8LAD2;Arabidopsis
Q9FT88;Arabidopsis
Q9FMD8;Arabidopsis
P46644;Arabidopsis
Q9FGR9;Arabidopsis
F4I9J7;Arabidopsis
Q8W5B1;Arabidopsis
Q8S8F2;Arabidopsis
Q9FIG2;Arabidopsis
O04259;Arabidopsis
Q8S8F7;Arabidopsis
Q8S8F5;Arabidopsis
O04253;Arabidopsis
Q8S8F8;Arabidopsis
Q8S8F9;Arabidopsis
Q0V7Z5;Arabidopsis
Q6NPL9;Arabidopsis
Q9AUE0;Arabidopsis
Q9M0G0;Arabidopsis
Q9M0G7;Arabidopsis
Q9M0G4;Arabidopsis
Q9M0G5;Arabidopsis
Q9FIG6;Arabidopsis
Q9M0G9;Arabidopsis
Q9LK50;Arabidopsis
Q03250;Arabidopsis
Q9LK53;Arabidopsis
Q9LK57;Arabidopsis
Q9LK58;Arabidopsis
Q9LXN3;Arabidopsis
Q9LN05;Arabidopsis
O49561;Arabidopsis
F4JAU2;Arabidopsis
Q9LE73;Arabidopsis
Q9SRL8;Arabidopsis
Q9ZNS0;Arabidopsis
Q9SRL5;Arabidopsis
Q9ZNS2;Arabidopsis
O49595;Arabidopsis
Q9ZNS4;Arabidopsis
Q9ZNS6;Arabidopsis
Q9LVV5;Arabidopsis
Q6NMJ2;Arabidopsis
O49565;Arabidopsis
O80795;Arabidopsis
Q9LVV3;Arabidopsis
Q9LJI5;Arabidopsis
O49564;Arabidopsis
Q9LU91;Arabidopsis
A8R7E6;Arabidopsis
Q9LNE3;Arabidopsis
Q9LVL1;Arabidopsis
Q8GYX9;Arabidopsis
P0C8R0;Arabidopsis
Q9LNV5;Arabidopsis
O82622;Arabidopsis
Q9S740;Arabidopsis
Q84J39;Arabidopsis
Q9S746;Arabidopsis
O82628;Arabidopsis
Q9S744;Arabidopsis
Q9S745;Arabidopsis
Q9SXA0;Arabidopsis
Q9SXA1;Arabidopsis
Q9SXA6;Arabidopsis
Q9SN89;Arabidopsis
Q9C713;Arabidopsis
Q9SXA5;Arabidopsis
F4IPI4;Arabidopsis
Q9C718;Arabidopsis
P43256;Arabidopsis
F4IHJ0;Arabidopsis
Q38906;Arabidopsis
P57792;Arabidopsis
Q9LTD9;Arabidopsis
Q9FGE6;Arabidopsis
Q38905;Arabidopsis
F4J117;Arabidopsis
Q9FFP8;Arabidopsis
O23324;Arabidopsis
Q9S9M8;Arabidopsis
Q9LYD9;Arabidopsis
Q9LYD8;Arabidopsis
Q9M7Z1;Arabidopsis
Q9LYD5;Arabidopsis
F4JBM4;Arabidopsis
Q84W40;Arabidopsis
Q9FWR2;Arabidopsis
P82793;Arabidopsis
P48491;Arabidopsis
Q9SB68;Arabidopsis
Q9SB64;Arabidopsis
Q9SB67;Arabidopsis
Q9SB61;Arabidopsis
Q9SB60;Arabidopsis
Q9SB63;Arabidopsis
Q9C7F5;Arabidopsis
Q93WK5;Arabidopsis
Q9C7F7;Arabidopsis
Q8LD26;Arabidopsis
Q9C7F1;Arabidopsis
Q9C7F2;Arabidopsis
Q8W4C2;Arabidopsis
Q9C7F8;Arabidopsis
O48947;Arabidopsis
F4JJE0;Arabidopsis
Q9FKD0;Arabidopsis
Q9FKD5;Arabidopsis
Q9FKD7;Arabidopsis
Q9SS83;Arabidopsis
Q0WRU9;Arabidopsis
Q6NLH0;Arabidopsis
Q8LAM0;Arabidopsis
Q8GX93;Arabidopsis
Q8GW20;Arabidopsis
Q9MA63;Arabidopsis
Q8GW29;Arabidopsis
Q9FNJ4;Arabidopsis
O49394;Arabidopsis
Q8LFV1;Arabidopsis
Q9S810;Arabidopsis
Q9S816;Arabidopsis
Q9SYB0;Arabidopsis
Q9S814;Arabidopsis
Q9S7E4;Arabidopsis
Q9S818;Arabidopsis
P92531;Arabidopsis
F4I3P9;Arabidopsis
F4K1J4;Arabidopsis
Q8LEF3;Arabidopsis
Q0WTF4;Arabidopsis
Q9LQC0;Arabidopsis
Q9LQC1;Arabidopsis
Q9FM65;Arabidopsis
Q9FM64;Arabidopsis
Q9FM67;Arabidopsis
Q9FM66;Arabidopsis
Q9LQC8;Arabidopsis
Q9CAD5;Arabidopsis
Q8LDB8;Arabidopsis
Q9FRS4;Arabidopsis
Q9SEV0;Arabidopsis
Q9FRS6;Arabidopsis
Q94K75;Arabidopsis
Q9LNV3;Arabidopsis
Q9FX89;Arabidopsis
Q84QC1;Arabidopsis
Q84QC2;Arabidopsis
Q9SHZ3;Arabidopsis
Q9SHZ1;Arabidopsis
Q9SHZ0;Arabidopsis
Q9SHZ6;Arabidopsis
Q9SHZ5;Arabidopsis
Q94KE0;Arabidopsis
Q94KE1;Arabidopsis
Q8VY13;Arabidopsis
Q9SHZ8;Arabidopsis
Q8VY16;Arabidopsis
Q9C9X0;Arabidopsis
Q9ZV19;Arabidopsis
Q9C9X3;Arabidopsis
Q9C9X5;Arabidopsis
Q9C9X6;Arabidopsis
O49397;Arabidopsis
Q8L8W0;Arabidopsis
Q9C9X9;Arabidopsis
Q8L8W5;Arabidopsis
Q9ZV15;Arabidopsis
P58223;Arabidopsis
Q7XJT7;Arabidopsis
Q9XI29;Arabidopsis
Q8W4L5;Arabidopsis
Q9XI23;Arabidopsis
Q9XI21;Arabidopsis
Q93Y39;Arabidopsis
Q9LSB1;Arabidopsis
O64692;Arabidopsis
Q9M330;Arabidopsis
P35402;Arabidopsis
O64697;Arabidopsis
O64698;Arabidopsis
Q9SZ52;Arabidopsis
C0LGL9;Arabidopsis
P82641;Arabidopsis
P93033;Arabidopsis
P93032;Arabidopsis
P93031;Arabidopsis
P93030;Arabidopsis
Q9SVP7;Arabidopsis
Q9SVP6;Arabidopsis
Q94K01;Arabidopsis
Q94K00;Arabidopsis
Q94K07;Arabidopsis
F4K4E3;Arabidopsis
P93039;Arabidopsis
Q9LSB4;Arabidopsis
Q9FFQ7;Arabidopsis
Q58FZ0;Arabidopsis
Q9FFQ5;Arabidopsis
Q9FFQ4;Arabidopsis
Q9FFQ1;Arabidopsis
Q8RWZ7;Arabidopsis
Q9LU89;Arabidopsis
Q1G3M3;Arabidopsis
Q9LQ12;Arabidopsis
Q8RWZ5;Arabidopsis
Q84W55;Arabidopsis
Q84W54;Arabidopsis
Q5S2C4;Arabidopsis
Q9LSB8;Arabidopsis
P82787;Arabidopsis
P92552;Arabidopsis
P82785;Arabidopsis
P82784;Arabidopsis
P82782;Arabidopsis
P82781;Arabidopsis
Q8S9J6;Arabidopsis
F4KEM0;Arabidopsis
Q4PT07;Arabidopsis
Q9C6H5;Arabidopsis
Q8GY60;Arabidopsis
Q9C6H3;Arabidopsis
Q9C6H2;Arabidopsis
Q5YDB6;Arabidopsis
F4HWF9;Arabidopsis
Q9SZ46;Arabidopsis
Q9SZ45;Arabidopsis
Q9SZ44;Arabidopsis
Q9ZPX5;Arabidopsis
Q9SZ42;Arabidopsis
Q9S7R5;Arabidopsis
Q9SV54;Arabidopsis
Q8S9J8;Arabidopsis
O64517;Arabidopsis
Q9LV37;Arabidopsis
F4J4A0;Arabidopsis
Q9LV35;Arabidopsis
Q9S7R7;Arabidopsis
Q9LV33;Arabidopsis
Q9LV32;Arabidopsis
Q9M2D9;Arabidopsis
Q56XQ0;Arabidopsis
Q9LI65;Arabidopsis
Q9LI64;Arabidopsis
F4JEI8;Arabidopsis
Q9LI61;Arabidopsis
Q8GSA7;Arabidopsis
Q84WZ8;Arabidopsis
Q9M2D0;Arabidopsis
P82873;Arabidopsis
Q9FUY7;Arabidopsis
P82874;Arabidopsis
Q9FUY2;Arabidopsis
A8MRV5;Arabidopsis
Q9SLF3;Arabidopsis
Q9MA41;Arabidopsis
Q9MA46;Arabidopsis
Q9MA44;Arabidopsis
Q67ZM7;Arabidopsis
Q3ECP0;Arabidopsis
Q9MA49;Arabidopsis
Q3ECP6;Arabidopsis
Q3ECP7;Arabidopsis
Q8L999;Arabidopsis
